generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,164,1120.8408641072429,1783.447707358341,1470.149661181903,142.06269643161414
1,169,1120.8408641072429,1785.6205849625617,1448.446410977166,158.05102212606735
2,175,1120.8408641072429,1777.6719327900148,1423.4300021866445,175.44147891880252
3,172,1083.2502544602114,1777.6719327900148,1406.4263102623593,192.26434722780152
4,178,1083.2502544602114,1777.6719327900148,1392.347961566907,192.86413896293305
5,184,1083.2502544602114,1777.6719327900148,1374.395730021821,198.22345872587542
6,169,1083.2502544602114,1777.6719327900148,1359.2047266529612,196.4392624748995
7,169,1083.2502544602114,1733.6539042509048,1364.7355701297251,198.56031239564683
8,175,1083.2502544602114,1823.0858114261825,1358.6919981476226,209.77758242912194
9,177,1083.2502544602114,1690.0044214041332,1353.5440653147464,204.47563542284186
10,172,1083.2502544602114,1713.0695068901398,1361.4274925738844,202.58872389346547
11,178,1083.2502544602114,1767.8594286905252,1353.8570777574125,213.43306392826233
12,169,1083.2502544602114,1767.2285681648414,1355.453749263416,207.80687573855715
13,169,1083.2502544602114,1777.4253908522326,1358.7030488612495,205.02541086393322
14,169,1071.2103775811886,1767.2285681648414,1363.6262103782053,216.26332163951128
15,175,1071.2103775811886,1767.2285681648414,1344.075818935337,217.60345267238276
16,163,1039.560574909335,1767.2285681648414,1334.729541484198,220.4602158160695
17,167,1039.560574909335,1794.679238348957,1353.3012498669152,232.6258649335496
18,170,1039.560574909335,1741.8675269526682,1348.841164226681,236.03209021447455
19,173,1039.560574909335,1802.5246089220273,1338.495589276414,223.0482103746723
20,166,1039.560574909335,1712.8968612122446,1328.7256792745343,222.21682406204127
21,177,1018.3500820893478,1786.0439286256408,1338.269781430191,231.4560593318453
22,163,1018.3500820893478,1770.4289581811267,1330.1333516363136,239.8352508648132
23,170,1018.3500820893478,1767.319838967875,1350.084588236105,235.4727819594732
24,178,1018.3500820893478,1738.0902166561334,1322.663578583975,233.67448588855822
25,166,1016.2045262488658,1724.4928498253032,1326.9059313853725,226.50727218696608
26,174,1016.2045262488658,1702.9046424335827,1320.9806786903075,232.56468411654035
27,177,1016.2045262488658,1838.907648064751,1329.914724663001,240.62413715912558
28,175,1016.2045262488658,1838.907648064751,1327.0290542511634,247.953369095376
29,174,1016.2045262488658,1746.4428530279877,1321.4629086651858,244.0058116179897
30,174,1016.2045262488658,1746.4428530279877,1312.9098614882541,246.66796051903611
31,164,1016.2045262488658,1763.4860888515843,1307.039836085625,250.38787454731036
32,171,985.6900387956265,1779.824835566672,1315.6127619196084,247.70283855056272
33,175,985.6900387956265,1730.088254362998,1297.9336297893635,241.33184639216242
34,179,985.6900387956265,1712.5096118992508,1289.5690643580172,244.4797913960696
35,179,985.6900387956265,1699.8990473289084,1333.6211487162277,256.2730992613606
36,173,985.6900387956265,1699.8990473289084,1316.117382942337,256.74372703622754
37,162,979.7424033856696,1853.6054699096906,1294.2765493331106,260.3302097586432
38,181,979.7424033856696,1853.6054699096906,1277.6863360234418,265.2046808456784
39,160,979.7424033856696,1753.57967499672,1281.323197067995,258.24800549805616
40,173,979.7424033856696,1753.57967499672,1273.8263806125453,259.7741247487037
41,174,979.5516871621654,1791.6357762857558,1283.2447708941652,258.67170641516867
42,180,973.6040517522085,1753.0161945447649,1297.8715602001569,254.09730723738622
43,164,973.6040517522085,1819.6164890801103,1286.3072604939464,259.4722993341697
44,167,973.6040517522085,1772.5588693181303,1294.8316145040462,262.9414126874056
45,176,973.6040517522085,1772.5588693181303,1297.0589205141355,266.34063813547203
46,176,973.6040517522085,1772.5588693181303,1294.9614562695162,263.03431889637653
47,180,952.2676226180706,1794.6416643682273,1324.791757058038,265.6410119433509
48,178,952.2676226180706,1769.6850509490382,1316.0173565992868,263.7007127720571
49,170,952.2676226180706,1730.1290838795437,1277.8675974509533,275.44391230851767
50,174,949.0024801336762,1723.2962720387966,1270.9006471894497,273.0417337828695
51,181,949.0024801336762,1756.7448640919463,1280.8124798794427,275.0148319371751
52,181,949.0024801336762,1761.0604233992078,1301.4168390508087,279.69213803029993
53,173,949.0024801336762,1730.3128543967905,1276.1555064430231,280.006665750768
54,164,929.4406561813719,1730.3128543967905,1275.9097340070157,268.0343950031279
55,180,929.4406561813719,1839.6860148869987,1280.3351991046445,277.1246761539609
56,168,929.4406561813719,1743.9291550380485,1272.2183647547247,287.90123711797906
57,180,929.4406561813719,1743.9291550380485,1318.2108897344392,293.71889539410665
58,164,929.4406561813719,1763.430930580911,1290.539219394547,296.5493384803284
59,167,929.4406561813719,1763.430930580911,1323.4314959546589,299.1966006810364
60,157,929.4406561813719,1763.430930580911,1318.6857358569675,282.56055425183433
61,170,926.1755136969774,1909.260248462814,1301.9499586554634,291.35653607418055
62,169,926.1755136969774,1758.6227102882483,1299.1077662053904,282.9625534425743
63,181,926.1755136969774,1722.2815163298885,1280.6764419099966,285.1720197526019
64,175,926.1755136969774,1706.6393108363127,1308.135198625501,273.169354879219
65,166,926.1755136969774,1718.0162920715018,1295.9325612491562,285.68103719562
66,168,926.1755136969774,1733.0680825268819,1305.8589537907203,287.27144169331723
67,172,926.1755136969774,1819.812511687455,1295.2656199811156,284.7640375826458
68,189,926.1755136969774,1754.0690621527135,1317.123308694885,280.18866749849605
69,171,926.1755136969774,1754.0690621527135,1317.5861514613023,288.74506571402003
70,174,926.1755136969774,1849.5995163593277,1318.1364304349454,300.54328571786033
71,173,926.1755136969774,1849.5995163593277,1294.7772134909271,288.6316279433654
72,175,926.1755136969774,1849.5995163593277,1300.823439454226,299.4386792744325
73,183,926.1755136969774,1849.5995163593277,1305.6295563130707,291.9635071929122
74,166,926.1755136969774,1722.3481069284587,1290.0317586444714,284.8316987000077
75,185,926.1755136969774,1833.784717908187,1340.5678312534264,286.5007133437615
76,171,926.1755136969774,1833.784717908187,1343.2169412980763,293.07673865176156
77,172,926.1755136969774,1833.784717908187,1309.169655236205,292.20114686378724
78,169,926.1755136969774,1769.4020007313895,1281.8070114626214,293.28611110710716
79,178,926.1755136969774,1769.4020007313895,1269.950842902441,305.57625848307003
80,172,924.5330499447957,1765.4867983416718,1271.755623210404,295.07170043977527
81,167,903.761853697818,1765.4867983416718,1281.0702848175033,294.485756294959
82,175,903.761853697818,1765.4867983416718,1263.7337817077414,281.83427063273484
83,175,903.761853697818,1788.4747382921316,1279.038185142601,288.0732293084512
84,169,903.761853697818,1732.4349929043071,1287.5357485363793,293.9949629367417
85,167,903.761853697818,1732.4349929043071,1274.0787523577214,292.9567053971404
86,171,903.761853697818,1727.5281362410885,1255.4286131468473,284.119123535054
87,166,903.761853697818,1678.4165714061842,1230.8838858708798,280.55021912715387
88,171,903.761853697818,1748.6119824479158,1239.4187659443219,275.60843526181617
89,182,903.761853697818,1814.4130479305254,1246.1941472490616,279.9752088553798
90,179,903.761853697818,1814.4130479305254,1251.5997106737996,293.06739044233535
91,180,903.761853697818,1814.4130479305254,1277.0781592022902,287.2520177429238
92,166,903.761853697818,1693.6872951991832,1248.5938374770833,282.94162054593545
93,175,903.761853697818,1660.9990181465978,1272.4999019885447,274.01070143102635
94,169,903.761853697818,1761.3626676377642,1283.655935849507,282.0599269664703
95,169,903.761853697818,1743.4778109806593,1296.895376429966,292.15982082508737
96,164,895.5187209143949,1735.419558904575,1268.509814296459,305.28697134264974
97,176,895.5187209143949,1732.5925900272177,1287.445733073864,301.79955552374093
98,175,895.5187209143949,1824.831321770404,1293.8768550410077,303.899619437875
99,185,895.5187209143949,1824.831321770404,1317.3890723716495,307.6928189924207
100,175,895.5187209143949,1824.831321770404,1307.14881749876,299.2611997930409
101,169,894.5290389556892,1824.831321770404,1310.5217705373102,306.6325960404358
102,173,894.5290389556892,1808.0448209406159,1318.842950585245,294.1617459420664
103,174,894.5290389556892,1808.0448209406159,1328.9401062515876,293.15356930883894
104,162,894.5290389556892,1808.0448209406159,1308.8169797183605,307.2527028254959
105,169,894.5290389556892,1808.0448209406159,1305.3199925354306,303.43033013926123
106,176,894.5290389556892,1808.0448209406159,1272.8843798046166,304.13504243984187
107,180,894.5290389556892,1799.4884835577084,1282.8688942123936,297.39924653937237
108,170,879.5452884691355,1756.9483908597576,1264.3344550925053,299.3411932929616
109,183,879.5452884691355,1786.9934484099222,1295.1245120738347,299.48555769095253
