generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,178,3472.5057054307003,4390.995665974018,3896.2776192291767,192.13504406445145
1,186,3466.1138672111174,4338.21405843843,3830.1346415449366,207.54722971312592
2,168,3421.6057353526407,4277.691050937616,3786.8159120769824,227.38862733093936
3,172,3354.9193526775534,4218.837127825368,3770.593789006989,238.62749257045039
4,175,3354.9193526775534,4231.044532060896,3751.5993851047638,248.62055924645207
5,170,3354.9193526775534,4403.608236965912,3751.6652707005064,265.4478856464169
6,173,3354.9193526775534,4403.608236965912,3731.5605438961607,273.8781747798908
7,179,3354.9193526775534,4384.871690218822,3732.8814918567155,282.8541964528421
8,178,3354.9193526775534,4386.827112594302,3720.681775515519,290.7225677472961
9,173,3327.929843680724,4386.827112594302,3711.736216058268,304.4254339396393
10,177,3327.929843680724,4399.200352192537,3674.79468759516,305.8369427328122
11,169,3327.929843680724,4391.965798624977,3662.9963605493003,290.206812397881
12,177,3256.0675416134645,4295.117211140001,3687.5903962599778,313.4827418537018
13,172,3256.0675416134645,4293.856302862042,3668.6188165825642,325.19082340341856
14,169,3143.047432669283,4306.482873156927,3705.2952966254343,329.5465079209041
15,176,3143.047432669283,4257.070586309938,3720.865855787533,333.1808397049458
16,172,3112.5772935538034,4257.070586309938,3673.0903597008064,337.08428758044624
17,177,3112.5772935538034,4311.233561922766,3660.744266432957,354.5125302830461
18,163,3090.9942294855477,4311.233561922766,3632.0707327763703,361.10918179359294
19,165,3079.8429032663726,4311.233561922766,3598.6958292528407,378.4120102240702
20,171,3071.7010115254866,4381.4090510926235,3539.9335871884514,388.28537516101045
21,168,3069.067477804553,4381.4090510926235,3522.415873997614,385.20775744719697
22,176,2962.152716336523,4278.429365419618,3516.137857966905,403.08823115777733
23,184,2962.152716336523,4345.733540248095,3511.299359824268,430.28105148403984
24,164,2951.001390117349,4345.733540248095,3483.339823723528,424.83194267082104
25,160,2951.001390117349,4345.733540248095,3537.977265877242,456.4960470001013
26,178,2943.7796080597614,4345.733540248095,3473.2492942742624,462.42619800584896
27,176,2920.219253269629,4345.733540248095,3435.8328397276346,459.1521378153772
28,170,2910.314127031201,4345.733540248095,3454.8046420453907,449.59341262489414
29,176,2910.314127031201,4399.208892627807,3457.983030706889,446.70426741581997
30,172,2880.9900533041928,4254.512503719845,3478.1888088752285,450.1622443457108
31,157,2880.9900533041928,4223.187715949769,3500.1532870816545,463.19590408594877
32,167,2880.9900533041928,4272.881351070286,3506.4120706206068,479.2671239639234
33,169,2851.53330277568,4272.881351070286,3475.0331974092887,485.1447582265727
34,171,2851.53330277568,4324.590985104364,3523.855388430829,477.1585897028299
35,174,2837.4374825154755,4324.590985104364,3475.8806063703523,506.00119006287855
36,168,2795.3470064804287,4324.590985104364,3453.8678167135577,520.6219505943361
37,176,2795.3470064804287,4401.396778710495,3521.265815239485,501.07637494820824
38,186,2795.3470064804287,4401.396778710495,3452.890482637462,517.4267665723237
39,175,2795.3470064804287,4401.396778710495,3449.268421419383,520.2027747439137
40,179,2795.3470064804287,4401.396778710495,3365.241671829917,535.1495839204949
41,178,2795.3470064804287,4401.396778710495,3418.9170606543803,537.0421160078004
42,182,2795.3470064804287,4401.396778710495,3441.9974926260625,545.6731067509354
43,170,2795.3470064804287,4401.396778710495,3500.798818328123,543.4579303909106
44,182,2766.0990321234785,4401.396778710495,3516.6891974269597,554.3451646237835
45,180,2766.0990321234785,4378.065881839358,3544.415805192288,571.2568869970638
46,178,2766.0990321234785,4370.1663850759705,3507.615294899136,598.7795467594126
47,176,2766.0990321234785,4370.1663850759705,3512.2404842006904,565.5605220845902
48,165,2766.0990321234785,4370.1663850759705,3471.2036565112526,560.0295359266929
49,173,2766.0990321234785,4370.1663850759705,3460.8398258402235,571.0892499184021
50,180,2766.0990321234785,4222.704765553863,3417.263287144904,575.9344414573237
51,171,2766.0990321234785,4371.2943838527635,3417.173388099635,559.8095919854045
52,173,2766.0990321234785,4371.2943838527635,3430.47971472288,551.0986760208693
53,163,2766.0990321234785,4371.2943838527635,3460.2725252270043,561.2125476329142
54,166,2766.0990321234785,4371.2943838527635,3474.650934745422,563.1682324638867
55,166,2766.0990321234785,4371.2943838527635,3444.409888725007,563.1732482160193
56,169,2766.0990321234785,4337.761084440202,3517.397496098131,553.7735790833918
57,175,2766.0990321234785,4357.757169863025,3488.708154764586,581.0534779304737
58,183,2766.0990321234785,4337.761084440202,3504.5350367904944,576.582553436442
59,176,2766.0990321234785,4343.089866516373,3481.9356492495367,579.3878547270069
60,173,2766.0990321234785,4343.089866516373,3406.8740476548455,601.7029136566849
61,169,2766.0990321234785,4343.089866516373,3488.309685142914,589.4022877798252
62,177,2766.0990321234785,4325.051707449447,3498.5772065898145,581.7268003677865
63,179,2766.0990321234785,4335.737542814563,3471.356185132295,582.4701593096377
64,169,2766.0990321234785,4308.19928794998,3461.671091241031,576.9829258127883
65,176,2766.0990321234785,4291.99803005391,3477.8150679085375,580.5487622565028
66,169,2766.0990321234785,4273.305305885188,3524.1904940255395,559.7457803411953
67,179,2766.0990321234785,4226.3168394973845,3470.5206146482506,558.4464309905281
68,174,2718.1444124276136,4279.497151913101,3465.0346159727105,562.7161637450312
69,159,2718.1444124276136,4219.753787412137,3424.0721766245024,549.6570156916317
70,163,2718.1444124276136,4219.753787412137,3396.5700448516327,546.908160078428
71,162,2718.1444124276136,4219.753787412137,3376.532575129196,546.9527121134876
72,171,2718.1444124276136,4209.991049388967,3348.501330637315,551.8546905908784
73,174,2718.1444124276136,4350.550084968573,3354.8522407102596,576.0964140262806
74,184,2703.681363077668,4290.641347835077,3333.5071554511796,574.8980319905089
75,171,2703.681363077668,4290.641347835077,3340.337465863002,588.5703714411604
76,176,2703.681363077668,4306.760778402879,3379.9243585709273,588.9287342113021
77,176,2697.24863792658,4306.760778402879,3372.4037215815442,591.8802860551606
78,158,2681.292377826218,4242.0263061961,3339.5903427589546,582.2722723380605
79,173,2681.292377826218,4242.0263061961,3378.146322058031,580.3175878959075
80,176,2681.292377826218,4248.221994518627,3440.8574296365323,557.2952247750476
81,170,2670.529861498141,4248.221994518627,3442.5834641430934,580.4136241312555
82,169,2670.529861498141,4365.302527005923,3493.870694155581,580.3443697615552
83,174,2670.529861498141,4365.302527005923,3476.070969209938,593.2263205604971
84,184,2670.529861498141,4359.680398376482,3468.469870440018,605.8790161345561
85,175,2670.529861498141,4359.680398376482,3440.103654775232,613.411204057064
86,175,2670.529861498141,4228.044865292176,3425.692497953367,595.8460651506571
87,175,2667.4160799305123,4246.287495381236,3425.151215969793,610.8703752176432
88,175,2667.4160799305123,4287.534807291194,3430.139282801138,608.9254388408581
89,180,2667.4160799305123,4253.392802031044,3458.2535992810317,607.5636716501089
90,178,2667.4160799305123,4266.915814211119,3471.5609379497864,607.6489227957325
91,162,2667.4160799305123,4264.297090363644,3518.6725162749067,597.7767198722873
92,163,2667.4160799305123,4261.6010019096875,3513.6658885463585,606.7034793020335
93,169,2667.4160799305123,4292.246741091457,3458.2480322369006,622.0026838013639
94,170,2649.6340869971077,4261.6010019096875,3412.4302690640015,616.5342361728747
95,173,2649.6340869971077,4319.284805880749,3432.223428578312,602.6991828066724
96,174,2649.6340869971077,4308.967072240292,3385.0135140299903,595.681438898927
97,167,2649.6340869971077,4415.872663532145,3369.3239848316443,602.7651889299171
98,175,2649.6340869971077,4276.4685182453695,3387.7069320577984,591.1345801943954
99,163,2649.6340869971077,4405.7480265462555,3415.7491182919744,610.4782023774485
100,186,2649.6340869971077,4405.7480265462555,3454.9400823449746,605.1617748404187
101,180,2649.6340869971077,4405.7480265462555,3431.8196443875304,608.9093458321964
102,182,2649.6340869971077,4264.791929992329,3446.9501426735437,610.3098615512299
103,185,2649.6340869971077,4263.184224518344,3408.039255691577,607.2290223149596
104,172,2649.6340869971077,4298.110194127442,3418.101666312918,605.9596703731016
105,176,2649.6340869971077,4298.110194127442,3390.5662750874076,604.9193008772653
106,168,2649.6340869971077,4459.679030201616,3373.6866057508696,620.7425822149812
107,169,2648.1202336055394,4459.679030201616,3398.0898901823757,629.0183013547637
108,183,2648.1202336055394,4459.679030201616,3351.910802591354,625.6828052391911
109,165,2626.3570808290406,4310.6731106801235,3380.1784013025126,616.7893917157281
110,164,2624.843227437472,4223.107515988166,3412.3142721674108,602.2637506475427
111,175,2624.843227437472,4303.994859751146,3405.1480540217476,618.7538144131828
112,183,2624.843227437472,4263.891011509602,3364.312703275975,622.0378312760284
113,183,2624.843227437472,4367.818465731233,3398.0447046481813,619.7040587807442
114,172,2624.843227437472,4367.396172310894,3354.144494155361,638.330600185369
115,188,2624.843227437472,4367.396172310894,3349.691357739382,631.1168428934877
